,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,n_estimator,depth,l_rate,reg_lambda,subsample,colsample_bytree,scale_pos_weight,resources_per_trial,total_time,score,parameter_searched
0,0.0,0.0,0.0,0.0,0.0,0.0,,10,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.758969783782959,0.7906516646639722,n_estimator
1,1.0,1.0,1.0,1.0,1.0,1.0,,40,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.9345014095306396,0.7964534100426027,n_estimator
2,2.0,2.0,2.0,2.0,2.0,2.0,,70,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.1185142993927002,0.7928971100510991,n_estimator
3,3.0,3.0,3.0,3.0,3.0,3.0,,100,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.3169865608215332,0.7969024991200282,n_estimator
4,4.0,4.0,4.0,4.0,4.0,4.0,,130,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.667064189910889,0.7954945441745864,n_estimator
5,5.0,5.0,5.0,5.0,5.0,5.0,,160,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.7248859405517578,0.7974729636237847,n_estimator
6,6.0,6.0,6.0,6.0,6.0,6.0,,190,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.9253685474395752,0.7963320346162716,n_estimator
7,7.0,7.0,7.0,7.0,7.0,7.0,,220,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},2.262680053710937,0.79698746191846,n_estimator
8,8.0,8.0,8.0,8.0,8.0,8.0,,250,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},2.3081095218658447,0.7964655475852359,n_estimator
9,9.0,9.0,9.0,9.0,9.0,9.0,,280,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},2.508145332336426,0.7948755295002974,n_estimator
10,10.0,10.0,10.0,10.0,10.0,10.0,,310,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},2.7209460735321045,0.7999247472356746,n_estimator
11,11.0,11.0,11.0,11.0,11.0,11.0,,340,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},3.3228561878204346,0.7984318294918011,n_estimator
12,12.0,12.0,12.0,12.0,12.0,12.0,,370,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},3.3532052040100098,0.7990144315381907,n_estimator
13,13.0,13.0,13.0,13.0,13.0,13.0,,400,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},3.436933755874634,0.7956280571435507,n_estimator
14,14.0,14.0,14.0,14.0,14.0,14.0,,430,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},3.668936014175415,0.796477685127869,n_estimator
15,15.0,15.0,15.0,15.0,15.0,15.0,,460,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},3.708483695983887,0.7976186141353822,n_estimator
16,16.0,16.0,16.0,16.0,16.0,16.0,,490,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},4.115890741348267,0.7983468666933693,n_estimator
17,17.0,17.0,17.0,17.0,0.0,,,310,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},2.8668227195739746,0.7961378339341417,depth
18,18.0,18.0,18.0,18.0,1.0,,,310,4,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},3.612831115722656,0.7729915401327847,depth
19,19.0,19.0,19.0,19.0,2.0,,,310,6,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},4.603017091751099,0.7537292599740256,depth
20,20.0,20.0,20.0,0.0,,,,310,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},2.9533841609954834,0.7980434281275413,l_rate
21,21.0,21.0,21.0,1.0,,,,310,2,1.252500124699298,1,0.2,0.2,1.0,{'CPU': 1},2.7548835277557373,0.7844008302079161,l_rate
22,22.0,22.0,22.0,2.0,,,,310,2,1.5330473033683667,1,0.2,0.2,1.0,{'CPU': 1},2.810352087020874,0.7823253104176529,l_rate
23,23.0,23.0,23.0,3.0,,,,310,2,1.8764341719560853,1,0.2,0.2,1.0,{'CPU': 1},2.438015937805176,0.7893529476022284,l_rate
24,24.0,24.0,24.0,4.0,,,,310,2,2.296736176338636,1,0.2,0.2,1.0,{'CPU': 1},2.2750816345214844,0.209360472878661,l_rate
25,25.0,25.0,25.0,5.0,,,,310,2,2.8111815178699864,1,0.2,0.2,1.0,{'CPU': 1},2.315208196640014,0.790639527121339,l_rate
26,26.0,26.0,26.0,6.0,,,,310,2,3.440857338265134,1,0.2,0.2,1.0,{'CPU': 1},2.368049383163452,0.790639527121339,l_rate
27,27.0,27.0,27.0,7.0,,,,310,2,4.211574082652526,1,0.2,0.2,1.0,{'CPU': 1},2.2957491874694824,0.209360472878661,l_rate
28,28.0,28.0,28.0,8.0,,,,310,2,5.154923471082809,1,0.2,0.2,1.0,{'CPU': 1},2.2840163707733154,0.209360472878661,l_rate
29,29.0,29.0,29.0,9.0,,,,310,2,6.309573444801933,1,0.2,0.2,1.0,{'CPU': 1},2.25482177734375,0.209360472878661,l_rate
30,30.0,30.0,0.0,,,,,310,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},2.705542087554932,0.7964898226705022,reg_lambda
31,31.0,31.0,1.0,,,,,310,2,1.023292992280754,2,0.2,0.2,1.0,{'CPU': 1},2.7402443885803223,0.7973273131121873,reg_lambda
32,32.0,32.0,2.0,,,,,310,2,1.023292992280754,3,0.2,0.2,1.0,{'CPU': 1},2.826015949249268,0.8019395793127724,reg_lambda
33,33.0,33.0,3.0,,,,,310,2,1.023292992280754,4,0.2,0.2,1.0,{'CPU': 1},2.665128707885742,0.7992086322203207,reg_lambda
34,34.0,34.0,4.0,,,,,310,2,1.023292992280754,5,0.2,0.2,1.0,{'CPU': 1},2.6853716373443604,0.8004830741967981,reg_lambda
35,35.0,35.0,5.0,,,,,310,2,1.023292992280754,6,0.2,0.2,1.0,{'CPU': 1},2.696632146835327,0.8023401182196652,reg_lambda
36,36.0,36.0,6.0,,,,,310,2,1.023292992280754,7,0.2,0.2,1.0,{'CPU': 1},2.6825547218322754,0.8000339851193727,reg_lambda
37,37.0,37.0,7.0,,,,,310,2,1.023292992280754,8,0.2,0.2,1.0,{'CPU': 1},2.699840545654297,0.7990265690808239,reg_lambda
38,38.0,38.0,8.0,,,,,310,2,1.023292992280754,9,0.2,0.2,1.0,{'CPU': 1},2.7167856693267822,0.8015754530337788,reg_lambda
39,39.0,39.0,9.0,,,,,310,2,1.023292992280754,10,0.2,0.2,1.0,{'CPU': 1},2.7134792804718018,0.8046341137773246,reg_lambda
40,40.0,0.0,,,,,,310,2,1.023292992280754,10,0.2,0.2,1.0,{'CPU': 1},2.695855140686035,0.8017453786306424,subsample
41,41.0,1.0,,,,,,310,2,1.023292992280754,10,0.4,0.2,1.0,{'CPU': 1},2.9553468227386475,0.808263239024627,subsample
42,42.0,2.0,,,,,,310,2,1.023292992280754,10,0.6000000000000001,0.2,1.0,{'CPU': 1},3.136913299560547,0.8112005243418418,subsample
43,43.0,3.0,,,,,,310,2,1.023292992280754,10,0.8,0.2,1.0,{'CPU': 1},3.071855306625366,0.8107028850938839,subsample
44,44.0,4.0,,,,,,310,2,1.023292992280754,10,1.0,0.2,1.0,{'CPU': 1},2.359931230545044,0.8115889257061015,subsample
45,0.0,,,,,,,310,2,1.023292992280754,10,1.0,0.2,1.0,{'CPU': 1},2.451382160186768,0.8130818434499751,colsample_bytree
46,1.0,,,,,,,310,2,1.023292992280754,10,1.0,0.4,1.0,{'CPU': 1},2.818710327148437,0.8296253140589156,colsample_bytree
47,2.0,,,,,,,310,2,1.023292992280754,10,1.0,0.6000000000000001,1.0,{'CPU': 1},3.052040338516236,0.8362402747939652,colsample_bytree
48,3.0,,,,,,,310,2,1.023292992280754,10,1.0,0.8,1.0,{'CPU': 1},3.1659302711486816,0.8374540290572771,colsample_bytree
49,4.0,,,,,,,310,2,1.023292992280754,10,1.0,1.0,1.0,{'CPU': 1},3.3706917762756348,0.8410224665914139,colsample_bytree
0,,,,,,,,310,2,1.023292992280754,10,1.0,1.0,1.0,{'CPU': 1},3.312302827835083,0.8386920584058551,scale_pos_weight
1,,,,,,,,310,2,1.023292992280754,10,1.0,1.0,1.5,{'CPU': 1},3.293647289276123,0.8427459976453168,scale_pos_weight
2,,,,,,,,310,2,1.023292992280754,10,1.0,1.0,2.0,{'CPU': 1},3.2644639015197754,0.8353663717243807,scale_pos_weight
3,,,,,,,,310,2,1.023292992280754,10,1.0,1.0,2.5,{'CPU': 1},3.268603563308716,0.8204250567430118,scale_pos_weight
4,,,,,,,,310,2,1.023292992280754,10,1.0,1.0,3.0,{'CPU': 1},3.2714481353759766,0.8040029615604025,scale_pos_weight
5,,,,,,,,310,2,1.023292992280754,10,1.0,1.0,3.5,{'CPU': 1},3.273577928543091,0.7910157909429657,scale_pos_weight
6,,,,,,,,310,2,1.023292992280754,10,1.0,1.0,4.0,{'CPU': 1},3.307072162628174,0.7764143271553241,scale_pos_weight
