,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,n_estimator,depth,l_rate,reg_lambda,subsample,colsample_bytree,scale_pos_weight,resources_per_trial,total_time,score,parameter_searched
42,42.0,2.0,,,,,,10,2,1.023292992280754,6,0.6000000000000001,0.2,1.0,{'CPU': 1},0.0433912277221679,0.7004,subsample
43,43.0,3.0,,,,,,10,2,1.023292992280754,6,0.8,0.2,1.0,{'CPU': 1},0.0339086055755615,0.7036,subsample
44,44.0,4.0,,,,,,10,2,1.023292992280754,6,1.0,0.2,1.0,{'CPU': 1},0.0398919582366943,0.732,subsample
45,0.0,,,,,,,10,2,1.023292992280754,6,1.0,0.2,1.0,{'CPU': 1},0.0568201541900634,0.6992,colsample_bytree
46,1.0,,,,,,,10,2,1.023292992280754,6,1.0,0.4,1.0,{'CPU': 1},0.0458769798278808,0.696,colsample_bytree
47,2.0,,,,,,,10,2,1.023292992280754,6,1.0,0.6000000000000001,1.0,{'CPU': 1},0.0448505878448486,0.7184,colsample_bytree
48,3.0,,,,,,,10,2,1.023292992280754,6,1.0,0.8,1.0,{'CPU': 1},0.038895845413208,0.7128,colsample_bytree
49,4.0,,,,,,,10,2,1.023292992280754,6,1.0,1.0,1.0,{'CPU': 1},0.0538561344146728,0.7156,colsample_bytree
0,,,,,,,,10,2,1.023292992280754,6,1.0,0.6000000000000001,1.0,{'CPU': 1},0.29172587394714355,0.6912,scale_pos_weight
1,,,,,,,,10,2,1.023292992280754,6,1.0,0.6000000000000001,1.5,{'CPU': 1},0.18450665473937988,0.7016,scale_pos_weight
2,,,,,,,,10,2,1.023292992280754,6,1.0,0.6000000000000001,2.0,{'CPU': 1},0.1715404987335205,0.6748,scale_pos_weight
3,,,,,,,,10,2,1.023292992280754,6,1.0,0.6000000000000001,2.5,{'CPU': 1},0.1545867919921875,0.6748,scale_pos_weight
4,,,,,,,,10,2,1.023292992280754,6,1.0,0.6000000000000001,3.0,{'CPU': 1},0.07280516624450684,0.6676,scale_pos_weight
5,,,,,,,,10,2,1.023292992280754,6,1.0,0.6000000000000001,3.5,{'CPU': 1},0.06682157516479492,0.622,scale_pos_weight
6,,,,,,,,10,2,1.023292992280754,6,1.0,0.6000000000000001,4.0,{'CPU': 1},0.04587721824645996,0.616,scale_pos_weight
