,n_estimator,depth,l_rate,reg_lambda,subsample,colsample_bytree,scale_pos_weight,average_score_test,ascore_train
0,10,2,1.023292992280754,6,1.0,0.6000000000000001,1.5,0.6828000000000001,0.7146
