,C,gamma,total_time,score
0,1e-05,13074.857177465441,0.0350492000579834,0.5
1,0.021544346900318846,13074.857177465441,0.03600120544433594,0.504
2,46.41588833612782,13074.857177465441,0.03390836715698242,0.508
3,100000.0,13074.857177465441,0.03599953651428223,0.492
4,1e-05,12.378563008251305,0.024001359939575195,0.612
5,0.021544346900318846,12.378563008251305,0.02000141143798828,0.6
6,46.41588833612782,12.378563008251305,0.21442580223083496,0.62
7,100000.0,12.378563008251305,0.024932384490966797,0.588
8,1e-05,3.1921038030921487,0.013045310974121094,0.68
9,0.021544346900318846,3.1921038030921487,0.012000560760498047,0.72
10,46.41588833612782,3.1921038030921487,0.007999658584594727,0.612
11,100000.0,3.1921038030921487,0.9074032306671143,0.596
