,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,n_estimator,depth,l_rate,reg_lambda,subsample,colsample_bytree,scale_pos_weight,resources_per_trial,total_time,score,parameter_searched
25,25.0,25.0,25.0,5.0,,,,10,2,2.8111815178699864,1,0.2,0.2,1.0,{'CPU': 1},0.2842395305633545,0.6288,l_rate
26,26.0,26.0,26.0,6.0,,,,10,2,3.440857338265134,1,0.2,0.2,1.0,{'CPU': 1},0.2283892631530761,0.5,l_rate
27,27.0,27.0,27.0,7.0,,,,10,2,4.211574082652526,1,0.2,0.2,1.0,{'CPU': 1},0.0967414379119873,0.4988,l_rate
28,28.0,28.0,28.0,8.0,,,,10,2,5.154923471082809,1,0.2,0.2,1.0,{'CPU': 1},0.1565821170806884,0.5356,l_rate
29,29.0,29.0,29.0,9.0,,,,10,2,6.309573444801933,1,0.2,0.2,1.0,{'CPU': 1},0.0458767414093017,0.4268,l_rate
30,30.0,30.0,0.0,,,,,10,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.3535621166229248,0.676,reg_lambda
31,31.0,31.0,1.0,,,,,10,2,1.023292992280754,2,0.2,0.2,1.0,{'CPU': 1},0.2588155269622803,0.6808,reg_lambda
32,32.0,32.0,2.0,,,,,10,2,1.023292992280754,3,0.2,0.2,1.0,{'CPU': 1},0.1615676879882812,0.6716,reg_lambda
33,33.0,33.0,3.0,,,,,10,2,1.023292992280754,4,0.2,0.2,1.0,{'CPU': 1},0.1107044219970703,0.6764,reg_lambda
34,34.0,34.0,4.0,,,,,10,2,1.023292992280754,5,0.2,0.2,1.0,{'CPU': 1},0.0867681503295898,0.6804,reg_lambda
35,35.0,35.0,5.0,,,,,10,2,1.023292992280754,6,0.2,0.2,1.0,{'CPU': 1},0.0817818641662597,0.684,reg_lambda
36,36.0,36.0,6.0,,,,,10,2,1.023292992280754,7,0.2,0.2,1.0,{'CPU': 1},0.0598392486572265,0.6772,reg_lambda
37,37.0,37.0,7.0,,,,,10,2,1.023292992280754,8,0.2,0.2,1.0,{'CPU': 1},0.0598044395446777,0.702,reg_lambda
38,38.0,38.0,8.0,,,,,10,2,1.023292992280754,9,0.2,0.2,1.0,{'CPU': 1},0.0388684272766113,0.688,reg_lambda
39,39.0,39.0,9.0,,,,,10,2,1.023292992280754,10,0.2,0.2,1.0,{'CPU': 1},0.0468740463256835,0.6772,reg_lambda
40,40.0,0.0,,,,,,10,2,1.023292992280754,8,0.2,0.2,1.0,{'CPU': 1},0.04183030128479,0.6864,subsample
41,41.0,1.0,,,,,,10,2,1.023292992280754,8,0.4,0.2,1.0,{'CPU': 1},0.0518615245819091,0.692,subsample
42,42.0,2.0,,,,,,10,2,1.023292992280754,8,0.6000000000000001,0.2,1.0,{'CPU': 1},0.0777909755706787,0.7052,subsample
43,43.0,3.0,,,,,,10,2,1.023292992280754,8,0.8,0.2,1.0,{'CPU': 1},0.0847725868225097,0.7056,subsample
44,44.0,4.0,,,,,,10,2,1.023292992280754,8,1.0,0.2,1.0,{'CPU': 1},0.0468735694885253,0.6924,subsample
45,0.0,,,,,,,10,2,1.023292992280754,8,0.8,0.2,1.0,{'CPU': 1},0.0508644580841064,0.6944,colsample_bytree
46,1.0,,,,,,,10,2,1.023292992280754,8,0.8,0.4,1.0,{'CPU': 1},0.0424318313598632,0.6972,colsample_bytree
47,2.0,,,,,,,10,2,1.023292992280754,8,0.8,0.6000000000000001,1.0,{'CPU': 1},0.0408902168273925,0.698,colsample_bytree
48,3.0,,,,,,,10,2,1.023292992280754,8,0.8,0.8,1.0,{'CPU': 1},0.0398931503295898,0.6868,colsample_bytree
49,4.0,,,,,,,10,2,1.023292992280754,8,0.8,1.0,1.0,{'CPU': 1},0.038895845413208,0.6948,colsample_bytree
0,,,,,,,,10,2,1.023292992280754,8,0.8,0.6000000000000001,1.0,{'CPU': 1},0.03671598434448242,0.7096,scale_pos_weight
1,,,,,,,,10,2,1.023292992280754,8,0.8,0.6000000000000001,1.5,{'CPU': 1},0.08876204490661621,0.692,scale_pos_weight
2,,,,,,,,10,2,1.023292992280754,8,0.8,0.6000000000000001,2.0,{'CPU': 1},0.10571765899658203,0.668,scale_pos_weight
3,,,,,,,,10,2,1.023292992280754,8,0.8,0.6000000000000001,2.5,{'CPU': 1},0.11519718170166016,0.6428,scale_pos_weight
4,,,,,,,,10,2,1.023292992280754,8,0.8,0.6000000000000001,3.0,{'CPU': 1},0.045274972915649414,0.6292,scale_pos_weight
5,,,,,,,,10,2,1.023292992280754,8,0.8,0.6000000000000001,3.5,{'CPU': 1},0.10322976112365723,0.6212,scale_pos_weight
6,,,,,,,,10,2,1.023292992280754,8,0.8,0.6000000000000001,4.0,{'CPU': 1},0.06433343887329102,0.5896,scale_pos_weight
