,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,n_estimator,depth,l_rate,reg_lambda,subsample,colsample_bytree,scale_pos_weight,resources_per_trial,total_time,score,parameter_searched
23,23.0,23.0,23.0,23.0,23.0,23.0,,240,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.0553736686706543,0.6272,n_estimator
24,24.0,24.0,24.0,24.0,24.0,24.0,,250,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.0596873760223389,0.6328,n_estimator
25,25.0,25.0,25.0,25.0,25.0,25.0,,260,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.087120771408081,0.6316,n_estimator
26,26.0,26.0,26.0,26.0,26.0,26.0,,270,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.9105942249298096,0.6204,n_estimator
27,27.0,27.0,27.0,27.0,27.0,27.0,,280,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.6029098033905029,0.6392,n_estimator
28,28.0,28.0,28.0,28.0,28.0,28.0,,290,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.7011542320251465,0.628,n_estimator
29,29.0,29.0,29.0,29.0,29.0,29.0,,300,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.5091674327850342,0.6368,n_estimator
30,30.0,30.0,30.0,30.0,30.0,30.0,,310,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.1170573234558103,0.5928,n_estimator
31,31.0,31.0,31.0,31.0,31.0,31.0,,320,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.1439857482910156,0.6292,n_estimator
32,32.0,32.0,32.0,32.0,32.0,32.0,,330,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.0611622333526611,0.6272,n_estimator
33,33.0,33.0,33.0,33.0,33.0,33.0,,340,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.938490629196167,0.6032,n_estimator
34,34.0,34.0,34.0,34.0,34.0,34.0,,350,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.7629594802856445,0.6396,n_estimator
35,35.0,35.0,35.0,35.0,35.0,35.0,,360,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.6372957229614258,0.6296,n_estimator
36,36.0,36.0,36.0,36.0,36.0,36.0,,370,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.566676139831543,0.6316,n_estimator
37,37.0,37.0,37.0,37.0,37.0,37.0,,380,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.6812613010406494,0.5984,n_estimator
38,38.0,38.0,38.0,38.0,38.0,38.0,,390,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.2627015113830566,0.628,n_estimator
39,39.0,39.0,39.0,39.0,39.0,39.0,,400,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.308523416519165,0.602,n_estimator
40,40.0,40.0,40.0,40.0,40.0,40.0,,410,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},1.0142621994018557,0.648,n_estimator
41,41.0,41.0,41.0,41.0,41.0,41.0,,420,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.898505449295044,0.6312,n_estimator
42,42.0,42.0,42.0,42.0,42.0,42.0,,430,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.9095251560211182,0.6152,n_estimator
43,43.0,43.0,43.0,43.0,43.0,43.0,,440,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.9584977626800536,0.6144,n_estimator
44,44.0,44.0,44.0,44.0,44.0,44.0,,450,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.9204974174499512,0.6032,n_estimator
45,45.0,45.0,45.0,45.0,45.0,45.0,,460,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.8974230289459229,0.6076,n_estimator
46,46.0,46.0,46.0,46.0,46.0,46.0,,470,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.7141108512878418,0.6144,n_estimator
47,47.0,47.0,47.0,47.0,47.0,47.0,,480,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.71309494972229,0.61,n_estimator
48,48.0,48.0,48.0,48.0,48.0,48.0,,490,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.2153947353363037,0.6264,n_estimator
49,49.0,49.0,49.0,49.0,49.0,49.0,,500,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.2204105854034423,0.6056,n_estimator
50,50.0,50.0,50.0,50.0,0.0,,,50,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.4433214664459228,0.6388,depth
51,51.0,51.0,51.0,51.0,1.0,,,50,4,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.5181217193603516,0.6172,depth
52,52.0,52.0,52.0,52.0,2.0,,,50,6,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.2827517986297607,0.6132,depth
53,53.0,53.0,53.0,53.0,3.0,,,50,8,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.3525657653808594,0.6056,depth
54,54.0,54.0,54.0,54.0,4.0,,,50,10,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.2647995948791504,0.6008,depth
55,55.0,55.0,55.0,55.0,5.0,,,50,12,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.2423675060272216,0.6024,depth
56,56.0,56.0,56.0,56.0,6.0,,,50,14,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.2493484020233154,0.602,depth
57,57.0,57.0,57.0,57.0,7.0,,,50,16,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.2673006057739258,0.5948,depth
58,58.0,58.0,58.0,58.0,8.0,,,50,18,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.0867676734924316,0.6,depth
59,59.0,59.0,59.0,59.0,9.0,,,50,20,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.0847723484039306,0.5836,depth
60,60.0,60.0,60.0,0.0,,,,50,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.5317754745483398,0.6516,l_rate
61,61.0,61.0,61.0,1.0,,,,50,2,1.252500124699298,1,0.2,0.2,1.0,{'CPU': 1},0.437051773071289,0.6272,l_rate
62,62.0,62.0,62.0,2.0,,,,50,2,1.5330473033683667,1,0.2,0.2,1.0,{'CPU': 1},0.2974605560302734,0.6088,l_rate
63,63.0,63.0,63.0,3.0,,,,50,2,1.8764341719560853,1,0.2,0.2,1.0,{'CPU': 1},0.155834674835205,0.5844,l_rate
64,64.0,64.0,64.0,4.0,,,,50,2,2.296736176338636,1,0.2,0.2,1.0,{'CPU': 1},0.0679190158843994,0.5648,l_rate
65,65.0,65.0,65.0,5.0,,,,50,2,2.8111815178699864,1,0.2,0.2,1.0,{'CPU': 1},0.1069796085357666,0.4892,l_rate
66,66.0,66.0,66.0,6.0,,,,50,2,3.440857338265134,1,0.2,0.2,1.0,{'CPU': 1},0.1189172267913818,0.6504,l_rate
67,67.0,67.0,67.0,7.0,,,,50,2,4.211574082652526,1,0.2,0.2,1.0,{'CPU': 1},0.0428838729858398,0.5,l_rate
68,68.0,68.0,68.0,8.0,,,,50,2,5.154923471082809,1,0.2,0.2,1.0,{'CPU': 1},0.0608363151550293,0.386,l_rate
69,69.0,69.0,69.0,9.0,,,,50,2,6.309573444801933,1,0.2,0.2,1.0,{'CPU': 1},0.0658237934112548,0.3816,l_rate
70,70.0,70.0,0.0,,,,,50,2,1.023292992280754,1,0.2,0.2,1.0,{'CPU': 1},0.0548243522644043,0.6488,reg_lambda
71,71.0,71.0,1.0,,,,,50,2,1.023292992280754,2,0.2,0.2,1.0,{'CPU': 1},0.202458381652832,0.6636,reg_lambda
72,72.0,72.0,2.0,,,,,50,2,1.023292992280754,3,0.2,0.2,1.0,{'CPU': 1},0.2543201446533203,0.6688,reg_lambda
73,73.0,73.0,3.0,,,,,50,2,1.023292992280754,4,0.2,0.2,1.0,{'CPU': 1},0.3101711273193359,0.67,reg_lambda
74,74.0,74.0,4.0,,,,,50,2,1.023292992280754,5,0.2,0.2,1.0,{'CPU': 1},0.0518317222595214,0.66,reg_lambda
75,75.0,75.0,5.0,,,,,50,2,1.023292992280754,6,0.2,0.2,1.0,{'CPU': 1},0.3839735984802246,0.6628,reg_lambda
76,76.0,76.0,6.0,,,,,50,2,1.023292992280754,7,0.2,0.2,1.0,{'CPU': 1},0.308176040649414,0.6828,reg_lambda
77,77.0,77.0,7.0,,,,,50,2,1.023292992280754,8,0.2,0.2,1.0,{'CPU': 1},0.3041870594024658,0.6848,reg_lambda
78,78.0,78.0,8.0,,,,,50,2,1.023292992280754,9,0.2,0.2,1.0,{'CPU': 1},0.2942125797271728,0.6888,reg_lambda
79,79.0,79.0,9.0,,,,,50,2,1.023292992280754,10,0.2,0.2,1.0,{'CPU': 1},0.0534090995788574,0.6684,reg_lambda
80,80.0,0.0,,,,,,50,2,1.023292992280754,9,0.2,0.2,1.0,{'CPU': 1},0.0987350940704345,0.68,subsample
81,81.0,1.0,,,,,,50,2,1.023292992280754,9,0.4,0.2,1.0,{'CPU': 1},0.1291604042053222,0.6712,subsample
82,82.0,2.0,,,,,,50,2,1.023292992280754,9,0.6000000000000001,0.2,1.0,{'CPU': 1},0.0942544937133789,0.6828,subsample
83,83.0,3.0,,,,,,50,2,1.023292992280754,9,0.8,0.2,1.0,{'CPU': 1},0.0673270225524902,0.6796,subsample
84,84.0,4.0,,,,,,50,2,1.023292992280754,9,1.0,0.2,1.0,{'CPU': 1},0.0613439083099365,0.6912,subsample
85,0.0,,,,,,,50,2,1.023292992280754,9,1.0,0.2,1.0,{'CPU': 1},0.0514523983001709,0.686,colsample_bytree
86,1.0,,,,,,,50,2,1.023292992280754,9,1.0,0.4,1.0,{'CPU': 1},0.0628011226654052,0.6756,colsample_bytree
87,2.0,,,,,,,50,2,1.023292992280754,9,1.0,0.6000000000000001,1.0,{'CPU': 1},0.0618343353271484,0.684,colsample_bytree
88,3.0,,,,,,,50,2,1.023292992280754,9,1.0,0.8,1.0,{'CPU': 1},0.0558226108551025,0.6796,colsample_bytree
89,4.0,,,,,,,50,2,1.023292992280754,9,1.0,1.0,1.0,{'CPU': 1},0.0688142776489257,0.6776,colsample_bytree
0,,,,,,,,50,2,1.023292992280754,9,1.0,0.2,1.0,{'CPU': 1},0.06183457374572754,0.6776,scale_pos_weight
1,,,,,,,,50,2,1.023292992280754,9,1.0,0.2,1.5,{'CPU': 1},0.07480001449584961,0.6724,scale_pos_weight
2,,,,,,,,50,2,1.023292992280754,9,1.0,0.2,2.0,{'CPU': 1},0.15658044815063477,0.6564,scale_pos_weight
3,,,,,,,,50,2,1.023292992280754,9,1.0,0.2,2.5,{'CPU': 1},0.13463997840881348,0.6448,scale_pos_weight
4,,,,,,,,50,2,1.023292992280754,9,1.0,0.2,3.0,{'CPU': 1},0.08277773857116699,0.6196,scale_pos_weight
5,,,,,,,,50,2,1.023292992280754,9,1.0,0.2,3.5,{'CPU': 1},0.06283211708068848,0.6184,scale_pos_weight
6,,,,,,,,50,2,1.023292992280754,9,1.0,0.2,4.0,{'CPU': 1},0.0608372688293457,0.608,scale_pos_weight
