,C,gamma,total_time,score
0,1e-05,278458.4539986634,0.008973121643066406,0.48
1,0.021544346900318846,278458.4539986634,0.006976127624511719,0.48
2,46.41588833612782,278458.4539986634,0.010972261428833008,0.48
3,100000.0,278458.4539986634,0.007977962493896484,0.48
4,1e-05,263.6293055608648,0.010971307754516602,0.48
5,0.021544346900318846,263.6293055608648,0.009961605072021484,0.48
6,46.41588833612782,263.6293055608648,0.0139617919921875,0.48
7,100000.0,263.6293055608648,0.015949249267578125,0.48
8,1e-05,67.98302099576743,0.002991914749145508,0.48
9,0.021544346900318846,67.98302099576743,0.0039865970611572266,0.48
10,46.41588833612782,67.98302099576743,0.007973432540893555,0.44
11,100000.0,67.98302099576743,0.005984067916870117,0.48
