,C,gamma,total_time,score
0,1e-05,278458.4539986634,0.015956640243530273,0.48
1,0.021544346900318846,278458.4539986634,0.004987001419067383,0.48
2,46.41588833612782,278458.4539986634,0.005095481872558594,0.48
3,100000.0,278458.4539986634,0.004987001419067383,0.48
4,1e-05,263.6293055608648,0.004987001419067383,0.48
5,0.021544346900318846,263.6293055608648,0.007978439331054688,0.48
6,46.41588833612782,263.6293055608648,0.01100611686706543,0.48
7,100000.0,263.6293055608648,0.005983114242553711,0.48
8,1e-05,67.98302099576743,0.0029921531677246094,0.48
9,0.021544346900318846,67.98302099576743,0.003988504409790039,0.48
10,46.41588833612782,67.98302099576743,0.004986286163330078,0.6
11,100000.0,67.98302099576743,0.0029916763305664062,0.52
