,C,gamma,total_time,score
0,1e-05,2896198.8165505948,1.4162406921386719,0.4988
1,0.021544346900318846,2896198.8165505948,1.509990930557251,0.4996
2,46.41588833612782,2896198.8165505948,1.340444803237915,0.5
3,100000.0,2896198.8165505948,1.4676127433776855,0.5
4,1e-05,2741.9633766159477,1.4975194931030273,0.5392
5,0.021544346900318846,2741.9633766159477,1.355909824371338,0.5192
6,46.41588833612782,2741.9633766159477,1.419217586517334,0.5488
7,100000.0,2741.9633766159477,1.402963638305664,0.534
8,1e-05,707.0797891969225,1.364365577697754,0.5708
9,0.021544346900318846,707.0797891969225,1.3055214881896973,0.5312
10,46.41588833612782,707.0797891969225,1.2294280529022217,0.5712
11,100000.0,707.0797891969225,1.3284616470336914,0.574
